PRIMARY_COLLEGE,PRIMARY_COLLEGE_DESC,PRIMARY_DEPARTMENT_DESC,PRIMARY_MAJOR_DESC,TERM,GENDER
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Computer Science,Computer Science,201990,M
NS,Natural Sciences,Computer Science,Computer Science,202010,M
NS,Natural Sciences,Computer Science,Computer Science,202060,M
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Computer Science,Computer Science,202190,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202060,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202190,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202090,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202110,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202190,M
NS,Natural Sciences,Computer Science,Computer Science,201890,M
NS,Natural Sciences,Computer Science,Computer Science,201910,M
NS,Natural Sciences,Computer Science,Applied Computing Technology,201960,M
NS,Natural Sciences,Computer Science,Applied Computing Technology,201990,M
NS,Natural Sciences,Computer Science,Applied Computing Technology,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201990,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202010,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202190,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Environmental Engineering,202090,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Environmental Engineering,202110,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Environmental Engineering,202190,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201890,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201910,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201990,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202010,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202060,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202160,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202190,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201890,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201910,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201960,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,F
NS,Natural Sciences,Mathematics,Mathematics,201890,F
NS,Natural Sciences,Mathematics,Mathematics,201910,F
NS,Natural Sciences,Mathematics,Mathematics,201960,F
NS,Natural Sciences,Mathematics,Mathematics,201990,F
NS,Natural Sciences,Mathematics,Mathematics,202010,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201890,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201910,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201990,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202010,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201890,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201910,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201960,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201990,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202010,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202090,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202110,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202190,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,201890,M
NS,Natural Sciences,Biology,Biological Science,201910,M
NS,Natural Sciences,Biology,Biological Science,201990,M
NS,Natural Sciences,Biology,Biological Science,202010,M
NS,Natural Sciences,Biology,Biological Science,202090,M
NS,Natural Sciences,Biology,Biological Science,202110,M
NS,Natural Sciences,Biology,Biological Science,202190,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202160,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202190,M
NS,Natural Sciences,Biology,Biological Science,201890,F
NS,Natural Sciences,Biology,Biological Science,201910,F
NS,Natural Sciences,Biology,Biological Science,201990,F
NS,Natural Sciences,Biology,Biological Science,202010,F
NS,Natural Sciences,Biology,Biological Science,202090,F
NS,Natural Sciences,Biology,Biological Science,202110,F
NS,Natural Sciences,Biology,Biological Science,202190,F
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Computer Science,Computer Science,202190,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201890,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201910,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201990,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202010,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202160,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202190,M
NS,Natural Sciences,Biology,Zoology,201990,F
NS,Natural Sciences,Biology,Zoology,202010,F
NS,Natural Sciences,Biology,Zoology,202060,F
NS,Natural Sciences,Biology,Zoology,202090,F
NS,Natural Sciences,Biology,Zoology,202110,F
NS,Natural Sciences,Biology,Zoology,202160,F
NS,Natural Sciences,Biology,Zoology,202190,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,201890,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,201910,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,201960,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with EE,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202090,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202110,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
EG,Walter Scott College of Engr,Electrical and Computer Engr,Computer Engineering,202090,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Computer Engineering,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201890,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201910,M
NS,Natural Sciences,Physics,Physics,202110,M
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201960,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202090,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201890,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201910,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202160,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202190,M
NS,Natural Sciences,Psychology,Psychology,202010,M
NS,Natural Sciences,Psychology,Psychology,202060,M
NS,Natural Sciences,Psychology,Psychology,202090,M
NS,Natural Sciences,Psychology,Psychology,202110,M
NS,Natural Sciences,Biology,Zoology,201890,M
NS,Natural Sciences,Biology,Zoology,201910,M
NS,Natural Sciences,Biology,Zoology,201990,M
NS,Natural Sciences,Biology,Zoology,202010,M
NS,Natural Sciences,Biology,Zoology,202060,M
NS,Natural Sciences,Biology,Zoology,202090,M
NS,Natural Sciences,Biology,Zoology,202110,M
NS,Natural Sciences,Biology,Zoology,202190,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201890,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201910,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202190,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201890,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201910,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201990,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202010,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202090,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202110,M
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202190,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201890,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201910,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201960,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201990,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202010,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202090,M
NS,Natural Sciences,Biology,Zoology,201890,F
NS,Natural Sciences,Biology,Zoology,201910,F
NS,Natural Sciences,Biology,Zoology,201990,F
NS,Natural Sciences,Biology,Zoology,202010,F
NS,Natural Sciences,Biology,Zoology,202060,F
NS,Natural Sciences,Biology,Zoology,202090,F
NS,Natural Sciences,Biology,Zoology,202110,F
NS,Natural Sciences,Computer Science,Computer Science,201890,M
NS,Natural Sciences,Computer Science,Computer Science,201910,M
NS,Natural Sciences,Computer Science,Computer Science,201960,M
NS,Natural Sciences,Computer Science,Computer Science,201990,M
NS,Natural Sciences,Computer Science,Computer Science,202010,M
NS,Natural Sciences,Computer Science,Computer Science,202060,M
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Psychology,Psychology,202110,F
NS,Natural Sciences,Psychology,Psychology,202190,F
NS,Natural Sciences,Biology,Zoology,201890,F
NS,Natural Sciences,Biology,Zoology,201910,F
NS,Natural Sciences,Biology,Zoology,201960,F
NS,Natural Sciences,Biology,Zoology,201990,F
NS,Natural Sciences,Biology,Zoology,202010,F
NS,Natural Sciences,Biology,Zoology,202090,F
NS,Natural Sciences,Biology,Zoology,202110,F
NS,Natural Sciences,Biology,Zoology,202160,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202010,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202060,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202090,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201890,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201910,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201960,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201990,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202010,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,F
NS,Natural Sciences,College of Natural Sciences,Data Science,201890,F
NS,Natural Sciences,Biology,Zoology,201910,M
NS,Natural Sciences,Biology,Zoology,201960,M
NS,Natural Sciences,Biology,Zoology,201990,M
NS,Natural Sciences,Biology,Zoology,202010,M
NS,Natural Sciences,Biology,Zoology,202060,M
NS,Natural Sciences,Biology,Zoology,202090,M
NS,Natural Sciences,Biology,Zoology,202110,M
NS,Natural Sciences,Biology,Zoology,202160,M
NS,Natural Sciences,Biology,Zoology,202190,M
NS,Natural Sciences,Computer Science,Computer Science,201990,M
NS,Natural Sciences,Computer Science,Computer Science,202010,M
NS,Natural Sciences,Computer Science,Computer Science,202060,M
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Computer Science,Computer Science,202190,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201890,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201910,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201990,F
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202010,F
NS,Natural Sciences,Biology,Biological Science,201890,M
NS,Natural Sciences,Biology,Biological Science,201910,M
NS,Natural Sciences,Biology,Biological Science,201990,M
NS,Natural Sciences,Biology,Biological Science,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201890,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201910,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202110,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202190,M
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201960,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202060,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Computer Science,Computer Science,201890,M
NS,Natural Sciences,Computer Science,Computer Science,201910,M
NS,Natural Sciences,Computer Science,Computer Science,201990,M
NS,Natural Sciences,Computer Science,Computer Science,202010,M
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Biology,Biological Science,201990,M
NS,Natural Sciences,Biology,Biological Science,201890,M
NS,Natural Sciences,Psychology,Psychology,201910,M
NS,Natural Sciences,Psychology,Psychology,201990,M
NS,Natural Sciences,Psychology,Psychology,202010,M
NS,Natural Sciences,Psychology,Psychology,202060,M
NS,Natural Sciences,Psychology,Psychology,202090,M
NS,Natural Sciences,Psychology,Psychology,202110,M
NS,Natural Sciences,Psychology,Psychology,202160,M
NS,Natural Sciences,Psychology,Psychology,202190,M
NS,Natural Sciences,Biology,Biological Science,201890,M
NS,Natural Sciences,Biology,Biological Science,201910,M
NS,Natural Sciences,Biology,Biological Science,201960,M
NS,Natural Sciences,Biology,Biological Science,201990,M
NS,Natural Sciences,Biology,Biological Science,202010,M
NS,Natural Sciences,Psychology,Psychology,201890,M
NS,Natural Sciences,Psychology,Psychology,201910,M
NS,Natural Sciences,Psychology,Psychology,201990,M
NS,Natural Sciences,Psychology,Psychology,202010,M
NS,Natural Sciences,Psychology,Psychology,202090,M
NS,Natural Sciences,Psychology,Psychology,202110,M
NS,Natural Sciences,Biology,Zoology,202190,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201890,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201910,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,201990,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202010,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202090,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202110,F
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202190,F
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,201990,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202010,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202090,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202110,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202190,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201890,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with ME,202110,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202190,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202090,M
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,202110,M
NS,Natural Sciences,Physics,Physics,201990,M
NS,Natural Sciences,Physics,Physics,202010,M
NS,Natural Sciences,Physics,Physics,202090,M
NS,Natural Sciences,Physics,Physics,202110,M
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,201890,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,201910,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,201990,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202010,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202060,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202090,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202110,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202160,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202190,F
NS,Natural Sciences,Biology,Biological Science,201890,F
NS,Natural Sciences,Biology,Biological Science,201910,F
NS,Natural Sciences,Biology,Biological Science,201990,F
NS,Natural Sciences,Biology,Biological Science,202010,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Biology,Biological Science,202190,F
NS,Natural Sciences,Biology,Zoology,201990,F
NS,Natural Sciences,Biology,Zoology,202010,F
NS,Natural Sciences,Biology,Zoology,202090,F
EG,Walter Scott College of Engr,Electrical and Computer Engr,Computer Engineering,201890,F
EG,Walter Scott College of Engr,Electrical and Computer Engr,Computer Engineering,201990,F
EG,Walter Scott College of Engr,Electrical and Computer Engr,Computer Engineering,202010,F
NS,Natural Sciences,Biology,Biological Science,202010,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,201990,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202010,F
NS,Natural Sciences,Biochemistry & Molecular Biol,Biochemistry,202090,F
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202090,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202110,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202160,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202190,M
NS,Natural Sciences,College of Natural Sciences,Data Science,202090,M
NS,Natural Sciences,College of Natural Sciences,Data Science,202110,M
NS,Natural Sciences,College of Natural Sciences,Data Science,202160,M
NS,Natural Sciences,College of Natural Sciences,Data Science,202190,M
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Psychology,Psychology,202110,F
NS,Natural Sciences,Psychology,Psychology,202190,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Environmental Engineering,201990,M
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201890,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201910,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,201990,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202010,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202090,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202110,F
EG,Walter Scott College of Engr,Civil and Environmental Engr,Civil Engineering,202160,F
NS,Natural Sciences,Psychology,Psychology,201890,M
NS,Natural Sciences,Psychology,Psychology,201910,M
NS,Natural Sciences,Psychology,Psychology,201990,M
NS,Natural Sciences,Psychology,Psychology,202010,M
NS,Natural Sciences,Psychology,Psychology,202090,M
NS,Natural Sciences,Psychology,Psychology,202110,M
NS,Natural Sciences,Psychology,Psychology,202160,M
NS,Natural Sciences,Psychology,Psychology,202190,M
NS,Natural Sciences,Biology,Biological Science,202160,M
NS,Natural Sciences,Biology,Biological Science,202090,F
NS,Natural Sciences,Biology,Biological Science,202110,F
NS,Natural Sciences,Biology,Biological Science,202190,F
NS,Natural Sciences,Computer Science,Computer Science,201990,M
NS,Natural Sciences,Computer Science,Computer Science,202010,M
NS,Natural Sciences,Computer Science,Computer Science,202090,M
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Computer Science,Computer Science,202190,M
NS,Natural Sciences,Biology,Biological Science,201890,F
NS,Natural Sciences,Biology,Biological Science,201910,F
NS,Natural Sciences,Biology,Biological Science,201990,F
NS,Natural Sciences,Biology,Biological Science,202010,F
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201890,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201910,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,201990,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202010,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202060,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202090,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202110,M
EG,Walter Scott College of Engr,Electrical and Computer Engr,Electrical Engineering,202190,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,201890,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,201910,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,201990,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202010,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202090,M
EG,Walter Scott College of Engr,Walter Scott College of Engr,Biomedical Engineering with CB,202110,M
EG,Walter Scott College of Engr,Chemical and Biological Engr,Chemical & Biological Engineer,202190,M
NS,Natural Sciences,Biology,Zoology,202090,F
NS,Natural Sciences,Biology,Zoology,202110,F
NS,Natural Sciences,Biology,Zoology,202190,F
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201960,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Psychology,Psychology,202110,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
EG,Walter Scott College of Engr,Mechanical Engineering,Mechanical Engineering,201990,F
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201960,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202060,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Psychology,Psychology,202110,F
NS,Natural Sciences,Biology,Biological Science,201890,F
NS,Natural Sciences,Biology,Biological Science,201910,F
NS,Natural Sciences,Biology,Biological Science,201960,F
NS,Natural Sciences,Biology,Biological Science,201990,F
NS,Natural Sciences,Biology,Biological Science,202010,F
NS,Natural Sciences,Biology,Biological Science,202060,F
NS,Natural Sciences,Biology,Biological Science,202090,F
NS,Natural Sciences,Biology,Biological Science,202110,F
NS,Natural Sciences,Computer Science,Computer Science,202110,M
NS,Natural Sciences,Psychology,Psychology,201890,F
NS,Natural Sciences,Psychology,Psychology,201910,F
NS,Natural Sciences,Psychology,Psychology,201960,F
NS,Natural Sciences,Psychology,Psychology,201990,F
NS,Natural Sciences,Psychology,Psychology,202010,F
NS,Natural Sciences,Psychology,Psychology,202060,F
NS,Natural Sciences,Psychology,Psychology,202090,F
NS,Natural Sciences,Psychology,Psychology,202110,F
NS,Natural Sciences,Chemistry,Chemistry,201990,F
NS,Natural Sciences,Psychology,Psychology,202110,F
